spp_id,genus,sp,subsp,state,federal status,state status,notes/additional state status,source
urs_arc,Ursus,arctos,horribilis,Arizona,Threatened,,lower 48 States except where listed as an experimental population or delisted,
norbob,Colinus,virginianus,ridgwayi,Arizona,Endangered,,,
unknown,Polyborus,plancus,audubonii,Arizona,Threatened,,FL pop.,
unknown,Ictalurus,pricei,,Arizona,Threatened,,,
unknown,Gila,elegans,,Arizona,Endangered,,entire,
unknown,Gila,intermedia,,Arizona,Endangered,,,
unknown,Gila,cypha,,Arizona,Endangered,,entire,
unknown,Gila,ditaenia,,Arizona,Threatened,,,
unknown,Gila,seminuda,,Arizona,Endangered,,,
unknown,Gila,purpurea,,Arizona,Endangered,,,
calcon,Gymnogyps,californianus,,Arizona,Endangered,,Entire except where listed as an experimental population below,
eskcur,Numenius,borealis,,Arizona,Endangered,,,
aplfal,Falco,femoralis,septentrionalis,Arizona,Endangered,,Entire except where listed as an experimental population,
unknown,Mustela,nigripes,,Arizona,Endangered,,entire population except where EXPN,
wilfly,Empidonax,traillii,extimus,Arizona,Endangered,,,
unknown,Rana,chiricahuensis,,Arizona,Threatened,,,
unknown,onca,,,Arizona,Endangered,,,
unknown,Herpailurus,yagouaroundi,tolteca,Arizona,Endangered,,,
unknown,Tiaroga,cobitis,,Arizona,Endangered,,,
unknown,Leopardus,pardalis,,Arizona,Endangered,,,
spoowl,Strix,occidentalis,lucida,Arizona,Threatened,,,
thbpar,Rhynchopsitta,pachyrhyncha,,Arizona,Endangered,,,
unknown,Ptychocheilus,lucius,,Arizona,Endangered,,Colorado except Salt and Verde R. drainages AZ,
kenplo1,Charadrius,alexandrinus,nivosus,Arizona,Threatened,,Pacific coastal pop.,
ant_ame,Antilocapra,americana,sonoriensis,Arizona,Endangered,,entire,
unknown,Cyprinodon,macularius,,Arizona,Endangered,,,
clarai,Rallus,longirostris,yumanensis,Arizona,Endangered,,USA only,
unknown,Crotalus,willardi,obscurus,Arizona,Threatened,,,
unknown,Ambystoma,tigrinum,stebbinsi,Arizona,Endangered,,,
unknown,Cyprinella,formosa,,Arizona,Threatened,,,
unknown,fulgida,,,Arizona,Endangered,,,
unknown,Lepidomeda,vittata,,Arizona,Threatened,,,
unknown,Pyrgulopsis,bernardina,,Arizona,Endangered,,,
unknown,Pyrgulopsis,trivialis,,Arizona,Endangered,,,
tam_hud,Tamiasciurus,hudsonicus,grahamensis,Arizona,Endangered,,,
woosto,Mycteria,americana,,Arizona,Endangered,,AL FL GA SC,
unknown,Xyrauchen,texanus,,Arizona,Endangered,,entire,
unknown,Poeciliopsis,occidentalis,,Arizona,Endangered,,U.S.A. only,
unknown,Gopherus,agassizii,,Arizona,Threatened,,U.S.A. except in Sonoran Desert,
unknown,Oncorhynchus,apache,,Arizona,Threatened,,,
unknown,Oncorhynchus,gilae,,Arizona,Threatened,,,
unknown,Microtus,mexicanus,hualpaiensis,Arizona,Endangered,,,
can_lup,Canis,lupus,,Arizona,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
unknown,Plagopterus,argentissimus,,Arizona,Endangered,,except Gila R. drainage AZ NM,
AMKE,Amsonia,kearneyana,,Arizona,Endangered,,,
ECTR,Echinocereus,triglochidiatus,arizonicus,Arizona,Endangered,,,
PEBR2,Pediocactus,bradyi,,Arizona,Endangered,,,
unknown,Coryphantha,robbinsorum,,Arizona,Threatened,,,
ECHO,Echinocactus,horizonthalonius,nicholii,Arizona,Endangered,,,
PEPE8,Pediocactus,peeblesianus,peeblesianus,Arizona,Endangered,,,
unknown,Coryphantha,scheeri,robustispina,Arizona,Endangered,,,
unknown,Pediocactus,sileri,,Arizona,Threatened,,,
PUSU2,Purshia,subintegra,,Arizona,Endangered,,,
unknown,Cycladenia,jonesii,,Arizona,Threatened,,,
unknown,Senecio,franciscanus,,Arizona,Threatened,,,
SPDE6,Spiranthes,delitescens,,Arizona,Endangered,,,
ASHO5,Astragalus,holmgreniorum,,Arizona,Endangered,,,
ASCR3,Astragalus,cremnophylax,cremnophylax,Arizona,Endangered,,,
ASWE3,Asclepias,welshii,,Arizona,Threatened,,,
unknown,Carex,specuicola,,Arizona,Threatened,,,
LISC7,Lilaeopsis,schaffneriana,recurva,Arizona,Endangered,,,
myo_gri,Myotis,grisescens,,Arkansas,Endangered,,,
myo_sod,Myotis,sodalis,,Arkansas,Endangered,,,
cor_tow,Corynorhinus,townsendii,ingens,Arkansas,Endangered,,,
unknown,Nicrophorus,americanus,,Arkansas,Endangered,,,
unknown,Amblyopsis,rosae,,Arkansas,Threatened,,,
unknown,Cambarus,aculabrum,,Arkansas,Endangered,,,
unknown,Cambarus,zophonastes,,Arkansas,Endangered,,,
eskcur,Numenius,borealis,,Arkansas,Endangered,,,
unknown,Percina,pantherina,,Arkansas,Threatened,,,
unknown,Etheostoma,moorei,,Arkansas,Endangered,,,
unknown,Lampsilis,powellii,,Arkansas,Threatened,,,
unknown,Cryptobranchus,alleganiensis,bishopi,Arkansas,Endangered,,,
unknown,Lampsilis,abrupta,,Arkansas,Endangered,,,
unknown,Leptodea,leptodon,,Arkansas,Endangered,,,
unknown,Epioblasma,triquetra,,Arkansas,Endangered,,,
pum_con,Puma,concolor,coryi,Arkansas,Endangered,,,
unknown,Epioblasma,florentina,curtisii,Arkansas,Endangered,,,
unknown,Potamilus,capax,,Arkansas,Endangered,,,
unknown,Arkansia,wheeleri,,Arkansas,Endangered,,,
unknown,Lampsilis,streckeri,,Arkansas,Endangered,,,
unknown,Mesodon,magazinensis,,Arkansas,Threatened,,,
unknown,Notropis,girardi,,Arkansas,Threatened,,Arkansas R. Basin,
unknown,Cumberlandia,monodonta,,Arkansas,Endangered,,,
unknown,Scaphirhynchus,albus,,Arkansas,Endangered,,,
unknown,Sterna,antillarum,,Arkansas,Endangered,,interior pop,
can_lup,Canis,lupus,,Arkansas,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
ivbwoo,Campephilus,principalis,,Arkansas,Endangered,,entire,
recwoo,Picoides,borealis,,Arkansas,Endangered,,,
unknown,Physaria,filiformis,,Arkansas,Threatened,,,
TRST4,Trifolium,stoloniferum,,Arkansas,Endangered,,,
PTNO,Ptilimnium,nodosum,,Arkansas,Endangered,,,
GEMI,Geocarpon,minimum,,Arkansas,Threatened,,,
PLLE2,Platanthera,leucophaea,,Arkansas,Threatened,,,
LIME7,Lindera,melissifolia,,Arkansas,Endangered,,,
unknown,Haliotis,sorenseni,,California,Endangered,,West Coast from Point Conception CA U.S.A. to Punta Abreojos Baja California Mexico,
shtalb,Phoebastria,albatrus,,California,Endangered,,,
urs_arc,Ursus,arctos,horribilis,California,Threatened,,horribilis,
Elavir,Elaphrus,viridis,,California,Threatened,,,
unknown,Polyphylla,barbata,,California,Endangered,,,
unknown,Desmocerus,californicus,dimorphus,California,Threatened,,,
unknown,Euphydryas,editha,bayensis,California,Threatened,,,
unknown,Speyeria,zerene,behrensii,California,Endangered,,,
unknown,Speyeria,callippe,callippe,California,Endangered,,,
unknown,Euphilotes,battoides,allyni,California,Endangered,,,
unknown,Apodemia,mormo,langei,California,Endangered,,,
unknown,blue,Lycaeides,argyrognomon,California,Endangered,,,
unknown,blue,Icaricia,icarioides,California,Endangered,,,
unknown,Speyeria,zerene,myrtleae,California,Endangered,,,
unknown,Speyeria,zerene,hippolyta,California,Threatened,,,
unknown,Glaucopsyche,lygdamus,palosverdesensis,California,Endangered,,,
unknown,Euphydryas,editha,quino,California,Endangered,,,
unknown,Callophrys,mossii,bayensis,California,Endangered,,,
unknown,Euphilotes,enoptes,smithi,California,Endangered,,,
unknown,Gila,elegans,entire,California,Endangered,,entire,
unknown,Gila,bicolor,mohavensis,California,Endangered,,,
calcon,Gymnogyps,californianus,,California,Endangered,,Entire except where listed as an experimental population below,
unknown,Pacifastacus,fortis,,California,Endangered,,,
eskcur,Numenius,borealis,,California,Endangered,,,
unknown,Branchinecta,conservatio,,California,Endangered,,,
unknown,Branchinecta,longiantenna,,California,Endangered,,,
unknown,Streptocephalus,woottoni,,California,Endangered,,,
unknown,Branchinecta,sandiegonensis,,California,Endangered,,,
unknown,Branchinecta,lynchi,,California,Threatened,,,
wilfly,Empidonax,traillii,extimus,California,Endangered,,,
unknown,Rhaphiomidas,terminatus,abdominalis,California,Endangered,,,
unknown,Vulpes,macrotis,mutica,California,Endangered,,,
unknown,Urocyon,littoralis,littoralis,California,Endangered,,,
unknown,Urocyon,littoralis,catalinae,California,Endangered,,,
unknown,Urocyon,littoralis,santacruzae,California,Endangered,,,
unknown,Urocyon,littoralis,santarosae,California,Endangered,,,
unknown,Rana,draytonii,,California,Threatened,,Entire,
unknown,Rana,muscosa,,California,Endangered,,southern California DPS,
calgna,Polioptila,californica,californica,California,Threatened,,,
unknown,Eucyclogobius,newberryi,,California,Endangered,,entire,
unknown,band-winged,Trimerotropis,infantilis,California,Endangered,,,
unknown,Panthera,onca,,California,Endangered,,,
unknown,Dinacoma,caseyi,,California,Endangered,,,
unknown,Dipodomys,nitratoides,exilis,California,Endangered,,,
unknown,Dipodomys,ingens,,California,Endangered,,,
dip_hee,Dipodomys,heermanni,morroensis,California,Endangered,,,
dip_mer,Dipodomys,merriami,parvus,California,Endangered,,,
unknown,Dipodomys,stephensi,,California,Endangered,,,
unknown,Dipodomys,nitratoides,nitratoides,California,Endangered,,,
unknown,Gambelia,silus,,California,Endangered,,,
unknown,Uma,inornata,,California,Threatened,,,
unknown,Xantusia,riversiana,,California,Threatened,,,
unknown,Euproserpinus,euterpe,,California,Threatened,,,
apl_ruf,Aplodontia,rufa,nigra,California,Endangered,,,
unknown,Perognathus,longimembris,pacificus,California,Endangered,,,
unknown,Reithrodontomys,raviventris,,California,Endangered,,,
marmur,Brachyramphus,marmoratus,,California,Threatened,,CA OR WA,
unknown,Enhydra,lutris,nereis,California,Threatened,,,
spoowl,Strix,occidentalis,caurina,California,Threatened,,,
unknown,Ptychocheilus,lucius,,California,Endangered,,Colorado except Salt and Verde R. drainages AZ,
kenplo1,Charadrius,alexandrinus,nivosus,California,Threatened,,,
unknown,Cyprinodon,macularius,,California,Endangered,,,
unknown,Cyprinodon,radiosus,,California,Endangered,,,
syl_bac,Sylvilagus,bachmani,riparius,California,Endangered,,,
clarai,Rallus,longirostris,obsoletus,California,Endangered,,,
clarai,Rallus,longirostris,,California,Endangered,,,
clarai,Rallus,longirostris,,California,Endangered,,,
unknown,Ambystoma,californiense,,California,Endangered,,,
unknown,Ambystoma,californiense,,California,Endangered,,,
unknown,Ambystoma,californiense,,California,Threatened,,,
unknown,Batrachoseps,aridus,,California,Endangered,,,
unknown,Ambystoma,macrodactylum,croceum,California,Endangered,,,
unknown,Oncorhynchus,tshawytscha,,California,Threatened,,CA coastal,
unknown,Oncorhynchus,tshawytscha,,California,Threatened,,Central Valley spring-run ESU,
unknown,Oncorhynchus,tshawytscha,,California,Endangered,,,
unknown,Oncorhynchus,kisutch,,California,Endangered,,Central California Coast ESU,
unknown,Oncorhynchus,kisutch,,California,Threatened,,Southern Oregon–Northern California Coast ESU,
unknown,Oncorhynchus,nerka,,California,Threatened,,U.S.A.,
unknown,Oncorhynchus,nerka,,California,Endangered,,U.S.A.,
unknown,Arctocephalus,townsendi,,California,Threatened,,,
unknown,Eumetopias,jubatus,,California,Threatened,,eastern pop.,
unknown,Eumetopias,jubatus,,California,Endangered,,western pop.,
unknown,Chelonia,mydas,,California,Threatened,,except where endangered,
unknown,Dermochelys,coriacea,,California,Endangered,,,
unknown,Caretta,caretta,,California,Threatened,,,
unknown,Lepidochelys,olivacea,,California,Threatened,,except where endangered,
ovi_can,Ovis,canadensis,nelsoni,California,Endangered,,,
ovi_can,Ovis,canadensis,sierrae,California,Endangered,,,
sor_orn,Sorex,ornatus,relictus,California,Endangered,,,
logshr,Lanius,ludovicianus,mearnsi,California,Endangered,,,
unknown,Syncaris,pacifica,,California,Endangered,,,
unknown,Pseudocopaeodes,eunus,obscurus,California,Endangered,,,
unknown,Pyrgus,ruralis,lagunae,California,Endangered,,,
unknown,Hypomesus,transpacificus,,California,Threatened,,,
unknown,Helminthoglypta,walkeriana,,California,Endangered,,,
unknown,Thamnophis,gigas,,California,Threatened,,,
unknown,Thamnophis,sirtalis,tetrataenia,California,Endangered,,,
sagspa,Amphispiza,belli,clementeae,California,Threatened,,,
unknown,Oncorhynchus,mykiss,,California,Threatened,,,
unknown,Oncorhynchus,mykiss,,California,Threatened,,,
unknown,Oncorhynchus,mykiss,,California,Threatened,,,
unknown,Oncorhynchus,mykiss,,California,Threatened,,,
unknown,Oncorhynchus,mykiss,,California,Endangered,,,
unknown,Gasterosteus,aculeatus,williamsoni,California,Endangered,,,
woosto,Mycteria,americana,,California,Endangered,,AL FL GA SC,
unknown,Acipenser,medirostris,,California,Threatened,,U.S.A.,
unknown,Acipenser,transmontanus,,California,Endangered,,U.S.A.,
unknown,Deltistes,luxatus,,California,Endangered,,,
unknown,Catostomus,microps,,California,Endangered,,,
unknown,Xyrauchen,texanus,,California,Endangered,,entire,
unknown,Catostomus,santaanae,,California,Threatened,,,
unknown,Chasmistes,brevirostris,,California,Endangered,,,
unknown,Lepidurus,packardi,,California,Endangered,,,
unknown,Sterna,antillarum,browni,California,Endangered,,,
Cicohl,Cicindela,ohlone,,California,Endangered,,,
unknown,Bufo,microscaphus,,California,Endangered,,,
unknown,Gopherus,agassizii,,California,Threatened,,U.S.A. except in Sonoran Desert,
unknown,Pipilo,crissalis,eremophilus,California,Threatened,,,
unknown,Salvelinus,confluentus,,California,Threatened,,U.S.A. conterminous lower 48 states,
unknown,Oncorhynchus,clarki,henshawi,California,Threatened,,,
unknown,Oncorhynchus,aguabonita,whitei,California,Threatened,,,
unknown,Oncorhynchus,clarki,seleniris,California,Threatened,,,
unknown,Gila,bicolor,snyderi,California,Endangered,,,
belvir,Vireo,bellii,pusillus,California,Endangered,,,
mic_cal,Microtus,californicus,scirpensis,California,Endangered,,,
unknown,Balaenoptera,musculus,,California,Endangered,,,
unknown,Balaenoptera,physalus,,California,Endangered,,,
unknown,Megaptera,novaeangliae,,California,Endangered,,,
unknown,Orcinus,orca,,California,Endangered,,,
unknown,Balaenoptera,borealis,,California,Endangered,,,
unknown,Physeter,catodon,,California,Endangered,,,
unknown,Masticophis,lateralis,euryxanthus,California,Threatened,,,
can_lup,Canis,lupus,,California,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
neo_fus,Neotoma,fuscipes,riparia,California,Endangered,,,
PLST2,Plagiobothrys,strictus,,California,Endangered,,,
ALAE,Alopecurus,aequalis,sonomensis,California,Endangered,,,
AMPU4,Ambrosia,pumila,,California,Endangered,,,
CHPU2,Chlorogalum,purpureum,,California,Threatened,,,
BAVA3,Baccharis,vanessae,,California,Threatened,,,
unknown,Berberis,pinnata,insularis,California,Endangered,,,
unknown,Berberis,nevinii,,California,Endangered,,,
GACA3,Galium,californicum,sierrae,California,Endangered,,,
GABU,Galium,buxifolium,,California,Endangered,,,
COPA8,Cordylanthus,palmatus,,California,Endangered,,,
COTE3,Cordylanthus,tenuis,capillaris,California,Endangered,,,
COMA5,Cordylanthus,maritimus,maritimus,California,Endangered,,,
COMO,Cordylanthus,mollis,mollis,California,Endangered,,,
LEKI,Lesquerella,kingii,bernardina,California,Endangered,,,
TRAU,Trichostema,austromontanum,compactum,California,Threatened,,,
PONA,Poa,napensis,,California,Endangered,,,
POAT,Poa,atropurpurea,,California,Endangered,,,
BRPA2,Brodiaea,pallida,,California,Threatened,,,
BRFI,Brodiaea,filifolia,,California,Threatened,,,
LODE2,Lotus,dendroideus,traskiae,California,Endangered,,,
EROV,Eriogonum,ovalifolium,vineum,California,Endangered,,,
ERAP4,Eriogonum,apricum,,California,Endangered,,,
MACL,Malacothamnus,clementinus,,California,Endangered,,,
MAFA,Malacothamnus,fasciculatus,nesioticus,California,Endangered,,,
unknown,Senecio,layneae,,California,Threatened,,,
ERAR11,Eryngium,aristulatum,parishii,California,Endangered,,,
unknown,Opuntia,treleasei,,California,Endangered,,,
unknown,Ceanothus,ferrisae,,California,Endangered,,,
CERO4,Ceanothus,roderickii,,California,Endangered,,,
CEOP,Ceanothus,ophiochilus,,California,Threatened,,,
CENA,Centaurium,namophilum,,California,Threatened,,,
SIKE,Sidalcea,keckii,,California,Endangered,,,
SIOR,Sidalcea,oregana,valida,California,Endangered,,,
SIPE4,Sidalcea,pedata,,California,Endangered,,,
CLSP,Clarkia,speciosa,immaculata,California,Endangered,,,
CLFR3,Clarkia,franciscana,,California,Endangered,,,
CLSP6,Clarkia,springvillensis,,California,Threatened,,,
CLIM,Clarkia,imbricata,,California,Endangered,,,
TRTR,Trifolium,trichocalyx,,California,Endangered,,,
TRAM3,Trifolium,amoenum,,California,Endangered,,,
VEDI,Verbesina,dissita,,California,Threatened,,,
ATCO3,Atriplex,coronata,notatior,California,Endangered,,,
unknown,Cupressus,goveniana,goveniana,California,Threatened,,,
unknown,Cupressus,abramsiana,,California,Endangered,,,
ERPA3,Erigeron,parishii,,California,Threatened,,,
DUAB,Dudleya,abramsii,parva,California,Threatened,,,
